municipality,latitude,longitude,surface_total_in_m2,surface_covered_in_m2,rooms,price_aprox_usd
Recoleta,-34.5947727,-58.3971933,78.0,75.0,,200000.0
Flores,-34.6392306,-58.4643665,46.0,46.0,,90000.0
Barracas,-34.6321015,-58.3703767,48.0,42.0,1.0,81751.57
Villa Urquiza,-34.5720545,-58.4745649,35.0,35.0,1.0,93000.0
Palermo,-34.5866135,-58.4390914,49.0,45.0,2.0,128700.0
Villa Urquiza,-34.577168,-58.48704,54.0,51.0,3.0,120000.0
Villa Urquiza,-34.5741558,-58.4931736,44.0,44.0,,89900.0
Barracas,-34.6321116,-58.3703982,48.0,42.0,1.0,96418.18
Caballito,-34.6274228,-58.4296216,62.0,54.0,3.0,152000.0
Barrio Norte,-34.5967593,-58.3799088,41.0,41.0,2.0,100000.0
Belgrano,-34.5599177,-58.4451113,35.0,35.0,2.0,75000.0
Barracas,-34.645026,-58.373189,51.0,48.0,2.0,127000.0
Nuñez,-34.5413289,-58.473409,94.0,66.0,3.0,52064.0
Nuñez,-34.5559731,-58.4620139,43.0,38.0,1.0,117000.0
Chacarita,-34.5873707153,-58.4501901094,61.0,52.0,2.0,150000.0
Almagro,-34.6109561,-58.4162202,68.0,62.0,3.0,160000.0
Villa Crespo,-34.6014492,-58.4353446,110.0,100.0,4.0,325000.0
Constitución,-34.630345,-58.3856711,42.0,40.0,3.0,80000.0
Balvanera,-34.6086412353,-58.3906145696,60.0,50.0,2.0,93000.0
Nuñez,-34.5492493,-58.4630319,70.0,66.0,3.0,165000.0
Saavedra,-34.5472949,-58.4717642,150.0,110.0,,295000.0
Barrio Norte,-34.5893508,-58.408068,100.0,100.0,3.0,270000.0
Caballito,-34.6267194673,-58.4566024361,40.0,37.0,2.0,90000.0
Mataderos,-34.6630163,-58.514281,34.0,34.0,,60000.0
Coghlan,-34.564492,-58.4723806,56.0,50.0,2.0,145000.0
Belgrano,-34.56611,-58.463368,57.0,46.0,2.0,185000.0
Belgrano,-34.5632047,-58.4513922,158.0,138.0,5.0,400000.0
Belgrano,-34.557808,-58.4519581,64.0,60.0,,185000.0
Nuñez,-34.5521171,-58.4710166,41.0,41.0,,84900.0
San Telmo,-34.6206541753,-58.3799130262,82.0,78.0,3.0,140000.0
Once,-34.6112232,-58.41567,70.0,70.0,3.0,125000.0
Belgrano,-34.5602429,-58.4438821,96.0,86.0,,322000.0
Villa Luro,-34.6405283,-58.5294588,55.0,50.0,,150000.0
Barrio Norte,-34.5941441,-58.3994931,122.0,106.0,,386000.0
Chacarita,-34.5826274,-58.4518257,68.0,64.0,3.0,222000.0
Congreso,-34.6116786304,-58.3962754889,223.0,200.0,9.0,240000.0
San Telmo,-34.6234793,-58.37716,43.0,40.0,1.0,92000.0
Villa del Parque,-34.6069338,-58.4712029,35.0,35.0,1.0,66000.0
Palermo,-34.554824,-58.4374995,60.0,54.0,,230000.0
San Telmo,-34.6235515,-58.3740817,62.0,50.0,3.0,146700.0
Caballito,-34.6173396,-58.4493817,43.0,35.0,,73000.0
Palermo,,,61.0,57.0,3.0,145000.0
Belgrano,-34.5543757,-58.4667834,49.0,45.0,2.0,139000.0
Barrio Norte,-34.5917585462,-58.384284881,95.0,90.0,3.0,339000.0
Caballito,-34.6209278,-58.4458736,47.0,35.0,2.0,88264.0
Colegiales,,,71.0,68.0,3.0,165000.0
Villa Urquiza,-34.5776068498,-58.4790643969,60.0,50.0,,145000.0
Recoleta,-34.5982939,-58.3878419,51.0,51.0,2.0,118000.0
Caballito,-34.6148483,-58.4604643,40.0,35.0,1.0,103929.0
Barrio Norte,-34.5860332,-58.4013161,35.0,35.0,1.0,92000.0
Villa Ortuzar,-34.580146,-58.4648168,87.0,51.0,3.0,137000.0
Puerto Madero,-34.6153103,-58.3619834,51.0,47.0,2.0,174250.0
San Cristobal,-34.6228034,-58.4004254,58.0,50.0,2.0,125000.0
Caballito,-34.6215721043,-58.4446263313,64.0,53.0,,82000.0
Recoleta,-34.5865616106,-58.400336361,74.0,74.0,,310000.0
Almagro,-34.6010943,-58.406726,44.0,40.0,2.0,82000.0
Paternal,-34.612425,-58.4806225,63.0,63.0,,169000.0
Almagro,-34.6202466,-58.4165902,43.0,40.0,1.0,89500.0
Caballito,-34.6253319,-58.4446144,38.0,38.0,,73000.0
Barrio Norte,,,138.0,115.0,,320000.0
Boedo,-34.6237793251,-58.4204435349,72.0,36.0,,159491.2
Flores,-34.6274383,-58.478013,36.0,36.0,,62000.0
Nuñez,-34.5434454,-58.4654848,273.0,140.0,4.0,350000.0
Almagro,-34.6058250584,-58.4297426784,93.0,86.0,4.0,235000.0
Almagro,-34.6038768,-58.4156502,73.0,70.0,3.0,155000.0
Villa Urquiza,-34.5578146,-58.4696832,38.0,38.0,1.0,107334.0
Caballito,-34.607026,-58.442438,65.0,42.0,2.0,137000.0
Caballito,-34.6282267,-58.4439153,68.0,65.0,,240000.0
Balvanera,-34.6072023,-58.4035194,74.0,74.0,4.0,99000.0
Palermo,-34.5820218,-58.4209389,165.0,55.0,4.0,260000.0
Monserrat,-34.6130871,-58.3813599,155.0,155.0,5.0,325000.0
Palermo,-34.5931886,-58.4246144,78.0,76.0,4.0,225000.0
Villa Urquiza,-34.5742272,-58.4922864,64.0,44.0,2.0,130000.0
Centro / Microcentro,-34.6177615,-58.383662,58.0,49.0,2.0,100000.0
Villa Crespo,-34.6027218,-58.4412998,130.0,120.0,,195000.0
Palermo,-34.569335,-58.4348693,63.0,60.0,3.0,178000.0
Villa Lugano,,,67.0,41.0,2.0,87000.0
Balvanera,-34.6060199414,-58.411080557,86.0,74.0,3.0,135000.0
Caballito,-34.6088228,-58.4439656,145.0,145.0,5.0,350000.0
Almagro,-34.612586,-58.419227,36.0,34.0,,95000.0
Caballito,,,45.0,38.0,1.0,100705.0
Boedo,-34.6247395415,-58.4199746233,71.0,35.0,1.0,150217.69
Caballito,-34.6217903,-58.4576825,53.0,48.0,,119000.0
Liniers,,,40.0,36.0,2.0,95365.87
San Telmo,-34.6226773,-58.3667589,103.0,49.0,2.0,301303.55
Balvanera,-34.6054157,-58.4070327,70.0,70.0,3.0,115000.0
Palermo,-34.5711496,-58.4232966,56.0,47.0,2.0,140000.0
Balvanera,-34.6149058,-58.4128363,43.0,39.0,2.0,105000.0
Balvanera,-34.6196382,-58.3995005,54.0,45.0,2.0,103500.0
San Telmo,,,52.0,47.0,2.0,111711.0
Almagro,-34.6052475,-58.408818,87.0,81.0,3.0,155000.0
Barrio Norte,-34.5952138,-58.3858364,156.0,132.0,5.0,350000.0
Villa Urquiza,-34.5703149,-58.4830019,48.0,40.0,,125000.0
Floresta,-34.636246,-58.4909798,57.0,57.0,3.0,160000.0
Caballito,-34.6191016,-58.4415901,43.0,41.0,,83000.0
Barrio Norte,-34.5935574,-58.3969358,151.0,145.0,,380000.0
Villa Urquiza,-34.5688712,-58.4884216,48.0,41.0,2.0,106000.0
Balvanera,-34.6012672,-58.4046626,70.0,70.0,3.0,140000.0
Palermo,-34.5979435834,-58.415852535,52.0,50.0,,142000.0
Belgrano,-34.5742806,-58.4346696,44.0,40.0,2.0,110000.0
Palermo,-34.5636498,-58.4653792,71.0,45.0,1.0,169000.0
Villa Pueyrredón,-34.5716554,-58.5020382,42.0,40.0,,87000.0
Belgrano,-34.5594846,-58.4451392,82.0,75.0,3.0,335000.0
Caballito,-34.6037137392,-58.3815808896,40.0,38.0,2.0,81000.0
Palermo,-34.5846208675,-58.421964492,45.0,40.0,,93000.0
Caballito,-34.6093503,-58.4514422,95.0,90.0,,169000.0
Villa Urquiza,-34.5735072,-58.4922827,94.0,44.0,1.0,149000.0
Villa Urquiza,-34.5671066,-58.4723916,110.0,90.0,3.0,235000.0
Villa Urquiza,-34.570884,-58.4886936,43.0,38.0,1.0,122551.26
Barrio Norte,-34.586174,-58.407823,116.0,100.0,3.0,335000.0
Belgrano,-34.5490777851,-58.4552272783,90.0,86.0,4.0,309000.0
San Telmo,-34.617329,-58.375159,46.0,44.0,3.0,90000.0
Almagro,-34.60258,-58.420206,104.0,92.0,4.0,189000.0
Belgrano,-34.6265009044,-58.3595867514,88.0,83.0,4.0,270000.0
Villa Urquiza,-34.5765536,-58.4965425,52.0,44.0,,112000.0
Villa Crespo,-34.6045043,-58.4372375,70.0,70.0,3.0,139500.0
Almagro,-34.6142914,-58.4274385,116.0,109.0,5.0,275000.0
San Telmo,-34.6235515,-58.3740817,68.0,63.0,3.0,171000.0
Floresta,,,49.0,46.0,,86000.0
Las Cañitas,-34.5679891,-58.4339848,73.0,35.0,2.0,213688.0
Flores,-34.624639,-58.4661095,78.0,76.0,,110000.0
Villa Luro,-34.6408037,-58.5010195,55.0,52.0,3.0,105000.0
Caballito,-34.626546,-58.452857,150.0,120.0,4.0,370000.0
Flores,-34.6334407,-58.4637448,59.0,57.0,,99000.0
Boedo,-34.6266572,-58.4241126,58.0,50.0,2.0,138050.32
Saavedra,-34.557199,-58.480847,85.0,59.0,2.0,182000.0
Once,-34.6052823,-58.4087617,87.0,87.0,4.0,168000.0
Barrio Norte,-34.5893508,-58.408068,88.0,88.0,3.0,270000.0
Villa del Parque,-34.6106110157,-58.4795902886,47.0,42.0,2.0,93000.0
Palermo,-34.586491,-58.4389473,72.0,49.0,2.0,159500.0
Barracas,-34.6305208,-58.371624,100.0,88.0,3.0,240000.0
Villa Crespo,-34.5958168,-58.4474666,37.0,34.0,,79000.0
Villa del Parque,-34.6140599377,-58.4755425084,65.0,62.0,,139300.0
Las Cañitas,-34.5755826,-58.4325346,60.0,50.0,3.0,165000.0
Flores,-34.6240137,-58.4663289,147.0,127.0,4.0,355000.0
Retiro,-34.5965341,-58.3809608,72.0,72.0,3.0,145000.0
Nuñez,-34.5427503,-58.4601452,57.0,47.0,2.0,152000.0
Belgrano,,,71.0,45.0,1.0,169000.0
Belgrano,-34.5535338,-58.436914,50.0,50.0,,145000.0
Recoleta,-34.5835376,-58.4053183,53.0,50.0,,149000.0
Belgrano,-34.5689175,-58.4576268,40.0,40.0,2.0,118000.0
Belgrano,-34.5651516,-58.4522661,68.0,68.0,3.0,159000.0
Congreso,-34.6200261,-58.3884668,43.0,38.0,1.0,78900.0
Agronomía,-34.5998566,-58.4890019,97.0,88.0,4.0,240000.0
Villa Pueyrredón,-34.5873917,-58.4893451,50.0,45.0,2.0,90000.0
Boedo,-34.63099,-58.4201892,41.0,38.0,,67000.0
Caballito,-34.6166871,-58.4443684,103.0,91.0,3.0,240000.0
Coghlan,-34.5628256,-58.4651369,40.0,36.0,,105000.0
Barrio Norte,-34.6037137392,-58.3815808896,54.0,51.0,2.0,153000.0
Caballito,-34.607026,-58.442438,49.0,44.0,2.0,140000.0
Palermo,-34.5732902979,-58.4314790193,112.0,84.0,3.0,235000.0
Palermo,-34.5991823,-58.424788,41.0,40.0,2.0,84000.0
Barracas,-34.6446829509,-58.3733254578,51.0,45.0,,120000.0
Saavedra,-34.5475074,-58.4842066,77.0,61.0,3.0,180000.0
Once,-34.6003526552,-58.4042552045,90.0,83.0,4.0,188000.0
Villa Crespo,-34.6074624,-58.4484508,44.0,40.0,2.0,95000.0
Palermo,-34.5814008,-58.4338296,72.0,49.0,2.0,170000.0
Nuñez,-34.541142,-58.464732,100.0,100.0,3.0,290000.0
Nuñez,-34.5525249924,-58.4530151614,110.0,110.0,2.0,262000.0
Villa del Parque,-34.6110666,-58.4871486,55.0,50.0,,85000.0
Palermo,-34.5829921797,-58.4205751677,50.0,44.0,,169000.0
Villa Crespo,-34.5954988,-58.4423636,41.0,37.0,1.0,94500.0
Nuñez,-34.5605032026,-58.46487789,80.0,40.0,2.0,129000.0
Congreso,-34.6204532,-58.4029587,40.0,37.0,,101811.29
Belgrano,-34.560041,-58.46043,45.0,45.0,2.0,94000.0
Villa Urquiza,-34.5733991365,-58.4829375767,54.0,50.0,2.0,127000.0
Centro / Microcentro,-34.6033868,-58.3879764,35.0,35.0,1.0,77000.0
Palermo,-34.5770609,-58.4139687,220.0,220.0,,81554.26
Puerto Madero,-34.6153103,-58.3619834,104.0,100.0,3.0,343530.0
Villa Devoto,-34.6004038,-58.4954328,102.0,85.0,,165000.0
Floresta,,,70.0,70.0,,130000.0
Belgrano,-34.5562825,-58.4790126,45.0,37.0,1.0,95000.0
Constitución,-34.633033,-58.386288,35.0,35.0,2.0,68000.0
Villa Urquiza,-34.5607997,-58.4661541,39.0,36.0,,95000.0
Almagro,-34.6140311,-58.4248489,94.0,87.0,4.0,175000.0
Barracas,-34.6310072,-58.3734691,75.0,71.0,,140000.0
Boca,-34.6365043,-58.3635339,271.0,149.0,6.0,102000.0
Monserrat,-34.6185754,-58.3835237,56.0,56.0,,84000.0
Congreso,-34.607678,-58.3877651,165.0,160.0,6.0,248000.0
Belgrano,-34.5589271,-58.4587772,36.0,36.0,1.0,99000.0
Palermo,-34.5930947,-58.4115277,75.0,66.0,,178000.0
Villa Urquiza,-34.5750612,-58.4598102,78.0,38.0,,180000.0
Flores,-34.6263006561,-58.4675833418,40.0,38.0,2.0,95000.0
Barracas,-34.631591,-58.370191,49.0,42.0,1.0,82803.88
Barrio Norte,-34.5935798277,-58.3921363775,60.0,60.0,2.0,195000.0
Barracas,,,51.0,42.0,2.0,55000.0
Belgrano,-34.5667342,-58.4581718,66.0,60.0,3.0,158000.0
Villa Urquiza,-34.5834642306,-58.4732664497,37.0,37.0,1.0,83000.0
Villa Crespo,-34.593422,-58.4423025,40.0,34.0,,77716.0
Puerto Madero,-34.6153103,-58.3619834,51.0,47.0,2.0,181938.0
Barrio Norte,-34.591427,-58.3903596,110.0,110.0,4.0,280000.0
San Cristobal,-34.6222036,-58.4044177,46.0,42.0,,99969.74
Caballito,-34.6173646,-58.4620706,50.0,45.0,1.0,111530.32
Saavedra,-34.5574843235,-58.4806254921,70.0,61.0,2.0,165000.0
Balvanera,-34.6194976378,-58.410815281,111.0,75.0,3.0,160000.0
Monserrat,-34.6127297636,-58.3742786789,150.0,144.0,4.0,285000.0
Almagro,-34.6059648,-58.4275736,47.0,39.0,2.0,120000.0
Palermo,-34.5888889,-58.4305556,62.0,39.0,,69186.43
Parque Patricios,-34.6299244,-58.4098381,77.0,70.0,,151800.0
Parque Centenario,-34.6047796,-58.4376755,45.0,45.0,2.0,85000.0
Palermo,-34.5790338,-58.438252,49.0,44.0,2.0,150000.0
Villa del Parque,-34.6082575,-58.4852234,67.0,47.0,2.0,139500.0
Recoleta,-34.5895459,-58.3973636,114.0,104.0,4.0,245000.0
Constitución,-34.631398,-58.382701,43.0,40.0,2.0,75000.0
Puerto Madero,-34.6153103,-58.3619834,62.0,56.0,3.0,214417.0
Boedo,-34.63099,-58.4201892,36.0,34.0,,69458.0
Colegiales,-34.5796458,-58.4535585,54.0,48.0,3.0,110000.0
Palermo,-34.5964256892,-58.4114494126,62.0,62.0,,105000.0
Flores,-34.6408375,-58.5331685,48.0,48.0,2.0,80000.0
Nuñez,-34.5496870424,-58.467528104,100.0,82.0,,260000.0
Palermo,-34.5971905978,-58.4162180424,53.0,47.0,,120000.0
Palermo,-34.59567,-58.4250069,70.0,42.0,2.0,151200.0
Villa Luro,-34.6389519,-58.5015069,44.0,40.0,1.0,89000.0
Paternal,-34.6051872,-58.4567122,45.0,39.0,1.0,81000.0
Caballito,-34.6296029924,-58.4412987828,50.0,43.0,2.0,118346.0
Palermo,-34.5848317,-58.4131869,109.0,96.0,4.0,320000.0
Recoleta,-34.586241,-58.3948169,86.0,86.0,4.0,219000.0
Parque Chacabuco,-34.626411293,-58.432075828,161.0,145.0,4.0,275000.0
Recoleta,-34.5892055,-58.4092297,98.0,98.0,3.0,280000.0
Balvanera,-34.6052823,-58.4087617,87.0,87.0,4.0,168000.0
Almagro,-34.6157142,-58.4170204,47.0,45.0,1.0,100100.0
Caballito,-34.6241530993,-58.4499722794,48.0,48.0,,89900.0
Villa Crespo,-34.6013646,-58.4348718,43.0,37.0,2.0,120488.0
Villa Urquiza,-34.5685537,-58.4878539,83.0,75.0,,180000.0
Palermo,-34.5824698,-58.4232882,56.0,51.0,2.0,137200.0
Villa Devoto,-34.608636,-58.5217706,109.0,107.0,4.0,231000.0
Caballito,-34.6074488,-58.4400362,70.0,62.0,3.0,135000.0
Villa Santa Rita,-34.6143931,-58.4762907,49.0,45.0,2.0,97760.0
Agronomía,-34.598681,-58.4824163,44.0,41.0,2.0,116000.0
Almagro,-34.6142914,-58.4274385,116.0,109.0,5.0,275000.0
Boca,-34.63013,-58.367233,56.0,53.0,3.0,89000.0
Parque Patricios,,,47.0,37.0,2.0,92000.0
Boedo,-34.6177722,-58.406557,57.0,47.0,,116515.0
Palermo,-34.5726213,-58.4318144,107.0,81.0,3.0,280000.0
Recoleta,-34.5971945424,-58.3879960952,61.0,56.0,,167000.0
Caballito,-34.6200101,-58.43297,64.0,68.0,3.0,125000.0
Palermo,-34.5867608,-58.4291478,77.0,34.0,1.0,146000.0
Flores,-34.6404945,-58.5290348,48.0,48.0,,78000.0
Centro / Microcentro,-34.6079706,-58.3849339,55.0,55.0,,88000.0
Floresta,-34.6238636,-58.4885205,60.0,54.0,3.0,175000.0
Balvanera,-34.6046321,-58.3992651,48.0,48.0,2.0,107000.0
Villa del Parque,-34.6016525,-58.4910124,38.0,34.0,1.0,79918.0
Parque Centenario,-34.6044653,-58.4274665,70.0,60.0,3.0,135000.0
Barrio Norte,-34.5877884,-58.4143165,100.0,93.0,3.0,198000.0
Parque Patricios,-34.6286681,-58.3985131,218.0,126.0,4.0,231000.0
Belgrano,-34.5591964694,-58.4447883148,92.0,80.0,4.0,250000.0
Boca,-34.6361642,-58.3620065,78.0,70.0,4.0,112000.0
Congreso,-34.616411404,-58.3946017905,78.0,78.0,4.0,118000.0
Monserrat,-34.619047,-58.382978,55.0,55.0,3.0,90000.0
Recoleta,-34.5921884,-58.3790738,125.0,115.0,,370000.0
San Cristobal,-34.6223398871,-58.4085322312,62.0,59.0,3.0,145772.85
Villa Urquiza,,,55.0,55.0,,98000.0
Congreso,-34.6078094,-58.3893464,90.0,90.0,4.0,125000.0
Barracas,-34.637261,-58.36907,59.0,44.0,2.0,103616.93
Caballito,-34.621229,-58.4348028,41.0,35.0,,106000.0
Flores,-34.6125207,-58.4561366,45.0,45.0,2.0,78000.0
Villa del Parque,-34.6005885,-58.4939277,112.0,112.0,4.0,215000.0
Monte Castro,-34.6221128,-58.5074376,52.0,46.0,,119500.0
Centro / Microcentro,-34.61335,-58.38465,37.0,37.0,1.0,84000.0
Belgrano,-34.5611737,-58.4625223,45.0,40.0,,105000.0
Balvanera,-34.5997873,-58.4063241,60.0,51.0,3.0,140000.0
Villa General Mitre,-34.6047861,-58.4618321,46.0,44.0,2.0,125000.0
Boca,-34.638969,-58.359437,74.0,74.0,4.0,95000.0
Villa Crespo,-34.59475,-58.4398737,35.0,35.0,2.0,77000.0
Belgrano,-34.5609480964,-58.4673991624,106.0,98.0,4.0,270000.0
Nuñez,-34.552745,-58.462983,56.0,47.0,2.0,146500.0
Palermo,-34.5793556,-58.4244275,45.0,45.0,2.0,104000.0
Villa Urquiza,-34.58233,-58.4735425,42.0,39.0,2.0,101400.0
Villa Crespo,-34.5905097,-58.4407156,64.0,58.0,2.0,138000.0
Balvanera,-34.6034266,-58.4048636,130.0,130.0,,255000.0
Flores,-34.6239548,-58.449926,124.0,114.0,4.0,245000.0
Villa Luro,-34.642693,-58.4996239,50.0,47.0,,82000.0
Flores,-34.6367696095,-58.4740062921,85.0,85.0,,135000.0
Villa Urquiza,-34.5720808,-58.4825026,58.0,53.0,2.0,143000.0
Abasto,-34.6052475,-58.408818,87.0,81.0,3.0,155000.0
Flores,-34.6404945,-58.5290348,97.0,90.0,4.0,189000.0
Constitución,-34.6284918,-58.3909034,70.0,40.0,,75000.0
Parque Centenario,-34.6054995194,-58.4260067513,54.0,54.0,3.0,123000.0
San Telmo,,,52.0,47.0,2.0,123041.0
Barrio Norte,-34.5945862,-58.4134619,62.0,53.0,3.0,145000.0
Palermo,-34.5964284,-58.41698,89.0,76.0,3.0,155000.0
Congreso,-34.6090608419,-58.3911251847,55.0,50.0,2.0,88000.0
Flores,-34.6344384,-58.4723015,63.0,55.0,2.0,108000.0
Belgrano,-34.553796,-58.4568112,42.0,38.0,,120000.0
Congreso,-34.6096454,-58.4186777,58.0,54.0,2.0,119000.0
Saavedra,-34.5442206,-58.4790748,45.0,42.0,,90000.0
San Cristobal,-34.6177722,-58.406557,57.0,47.0,,116515.0
Villa Crespo,-34.599595,-58.4344246,45.0,49.0,,130000.0
Congreso,-34.6048968726,-58.3974771186,143.0,138.0,4.0,278000.0
Paternal,-34.6067093,-58.4660949,53.0,48.0,3.0,130000.0
Palermo,-34.5967384,-58.4155061,44.0,38.0,,142000.0
Villa Urquiza,-34.5691197,-58.4770947,92.0,72.0,2.0,198000.0
Coghlan,-34.5573179,-58.4784663,86.0,47.0,,143000.0
Villa Crespo,,,41.0,37.0,1.0,92011.62
Palermo,-34.5915446,-58.4093169,37.0,34.0,2.0,84915.0
Belgrano,-34.5651194,-58.4689333,73.0,68.0,,163000.0
Boca,-34.633502,-58.354381,89.0,72.0,3.0,75000.0
Villa Urquiza,,,42.0,38.0,1.0,103600.0
Las Cañitas,-34.571181,-58.43488,99.0,65.0,2.0,250000.0
Barrio Norte,-34.5889201,-58.4002698,44.0,35.0,1.0,156600.0
Belgrano,-34.5590314,-58.456366,40.0,38.0,,97500.0
Balvanera,-34.6140891,-58.4113361,38.0,38.0,,75000.0
Boca,-34.6285441,-58.3599534,47.0,42.0,2.0,68000.0
Villa Urquiza,-34.5790348,-58.4923101,54.0,50.0,3.0,155000.0
Caballito,-34.607026,-58.442438,154.0,44.0,2.0,176000.0
Caballito,-34.6213780165,-58.4469826183,66.0,59.0,,123000.0
Nuñez,-34.5378512,-58.4707306,71.0,65.0,3.0,190000.0
Saavedra,-34.5496717,-58.4758568,124.0,80.0,3.0,269000.0
Caballito,-34.6238098664,-58.4397869669,66.0,56.0,3.0,190000.0
Barrio Norte,-34.5930976,-58.4083753,165.0,165.0,,345000.0
Flores,-34.6147292,-58.460414,40.0,40.0,2.0,79000.0
San Nicolás,-34.6002300408,-58.3768477861,73.0,71.0,4.0,120000.0
Villa Devoto,-34.5977516,-58.5150757,87.0,59.0,3.0,125000.0
Monserrat,-34.6156249,-58.3844367,74.0,57.0,3.0,181000.0
Balvanera,-34.6366137,-58.4077746,180.0,160.0,4.0,380000.0
Villa Urquiza,-34.570884,-58.4886936,87.0,57.0,2.0,165000.0
Belgrano,-34.5628104,-58.4651202,39.0,42.0,2.0,115000.0
Villa Crespo,-34.6031267,-58.4410494,41.0,34.0,1.0,97000.0
Villa Crespo,-34.5865365,-58.4083262,66.0,54.0,3.0,135000.0
Almagro,-34.5996145,-58.4148952,38.0,38.0,1.0,85000.0
Once,-34.6063237,-58.4030822,100.0,82.0,4.0,150000.0
Villa Urquiza,-34.5726488,-58.4792471,52.0,48.0,2.0,130000.0
Belgrano,-34.5670826,-58.4581227,124.0,112.0,4.0,360000.0
Villa Crespo,-34.594012,-58.443662,36.0,36.0,2.0,77000.0
Colegiales,-34.5771478,-58.4457192,44.0,38.0,2.0,125000.0
Nuñez,-34.5469102,-58.47859,52.0,42.0,1.0,99000.0
Villa del Parque,-34.6125224,-58.4834587,40.0,35.0,1.0,85000.0
Villa Luro,-34.6442699,-58.5025351,159.0,83.0,4.0,230000.0
Palermo,-34.589548,-58.4193856,74.0,67.0,3.0,186530.0
Barrio Norte,-34.6017250663,-58.3893313239,90.0,90.0,,185000.0
Villa Urquiza,-34.5797233,-58.477168,65.0,60.0,3.0,154000.0
Once,-34.606896,-58.407396,85.0,85.0,4.0,145000.0
Caballito,-34.6214046,-58.446962,51.0,44.0,,93000.0
Flores,-34.6266172,-58.4599658,66.0,55.0,2.0,165344.69
Nuñez,-34.549141,-58.4631203,36.0,34.0,,74900.0
Mataderos,-34.6572759,-58.5147798,50.0,39.0,2.0,93000.0
San Cristobal,-34.6223398871,-58.4085322312,62.0,59.0,3.0,164000.0
Balvanera,-34.6074056,-58.3988565,90.0,85.0,4.0,145000.0
Balvanera,-34.6016016399,-58.406461613,56.0,56.0,3.0,115000.0
Recoleta,-34.5898043,-58.3922468,90.0,90.0,4.0,220000.0
Villa Crespo,-34.5987445,-58.4370978,53.0,50.0,3.0,115000.0
Recoleta,-34.5872619862,-58.3868902884,173.0,163.0,,365000.0
Congreso,-34.611784591,-58.3967046424,39.0,36.0,2.0,59000.0
Palermo,-34.5905056946,-58.4174528466,57.0,41.0,2.0,149000.0
Balvanera,-34.610475508,-58.4004474359,55.0,43.0,2.0,95000.0
Palermo,-34.5804119,-58.4295334,91.0,48.0,,168000.0
Villa Urquiza,-34.603771,-58.381587,110.0,110.0,3.0,259000.0
Belgrano,-34.5627217,-58.4694253,59.0,59.0,3.0,190000.0
Flores,-34.629195,-58.469256,53.0,45.0,3.0,90000.0
Caballito,-34.6072248,-58.4427976,56.0,56.0,3.0,115000.0
Villa Devoto,-34.607893,-58.5151304,48.0,40.0,,130000.0
Palermo,-34.5961219,-58.4255006,75.0,64.0,3.0,158000.0
Saavedra,-34.5538467,-58.4920942,41.0,34.0,1.0,77507.72
Parque Patricios,-34.6299244,-58.4098381,65.0,65.0,2.0,129500.0
Villa Pueyrredón,-34.5800551977,-58.4966889656,80.0,65.0,3.0,160000.0
Chacarita,-34.5842516,-58.4548321,78.0,75.0,,110000.0
Saavedra,,,68.0,57.0,2.0,140000.0
Barrio Norte,-34.5965203,-58.4009113,103.0,92.0,4.0,232000.0
Caballito,-34.6116108,-58.4287575,40.0,40.0,2.0,73000.0
Caballito,-34.627451,-58.453165,36.0,34.0,2.0,67000.0
Floresta,-34.6308777,-58.4803282,40.0,40.0,2.0,60000.0
Barrio Norte,-34.590058,-58.3860464,115.0,115.0,2.0,318000.0
Caballito,-34.620698,-58.4284928,96.0,49.0,,155000.0
Belgrano,-34.5593858092,-58.4616477103,80.0,72.0,,250000.0
Retiro,-34.5976339,-58.3783723,61.0,58.0,2.0,244000.0
Boca,-34.629068,-58.360396,57.0,57.0,3.0,87000.0
Palermo,-34.5825646,-58.4236344,41.0,37.0,1.0,179000.0
Nuñez,-34.547976,-58.463136,50.0,50.0,3.0,125000.0
Saavedra,-34.5478272799,-58.4703070534,68.0,48.0,,129000.0
Villa Luro,-34.6345812,-58.5015024,87.0,80.0,,135000.0
Palermo,-34.5756791994,-58.4305388774,50.0,38.0,,140000.0
Caballito,-34.6287475,-58.4293067,86.0,61.0,3.0,180000.0
Flores,-34.6205971,-58.4608572,80.0,75.0,3.0,210000.0
Barracas,-34.632966,-58.373339,57.0,57.0,3.0,140000.0
Once,-34.6056178,-58.4036518,40.0,40.0,2.0,70000.0
Boca,-34.6368947,-58.3603241,143.0,108.0,6.0,185000.0
Monte Castro,-34.61503,-58.4947849,46.0,46.0,2.0,82000.0
Almagro,-34.608634,-58.425664,95.0,63.0,2.0,129000.0
Villa Urquiza,-34.5731925,-58.4801467,51.0,47.0,2.0,140000.0
Las Cañitas,-34.5696456,-58.4330694,60.0,60.0,2.0,140000.0
Caballito,-34.6176481,-58.4619167,42.0,36.0,2.0,107999.48
Saavedra,-34.5391220134,-58.4747129911,100.0,64.0,3.0,290000.0
Monserrat,-34.615505,-58.384796,135.0,130.0,4.0,160000.0
Villa Devoto,-34.6036844,-58.3815591,35.0,35.0,2.0,80000.0
Barrio Norte,-34.6057005,-58.3779666,180.0,130.0,,210000.0
Saavedra,-34.5636408,-58.4903092,55.0,40.0,1.0,99500.0
Barracas,-34.6358178,-58.3753531,91.0,83.0,3.0,185000.0
Boedo,-34.6237507,-58.407206,80.0,77.0,,135000.0
Belgrano,-34.5704031,-58.4404497,147.0,87.0,,280000.0
